disease,resistance_gene_count,temperature,humidity,soil_moisture,light,risk_level,risk_score
Fusarium Wilt,1,37.1,80.5,47.4,1130.9,MEDIUM,40.0
Early Blight,1,29.4,65.5,39.1,262.5,LOW,35.0
Late Blight,1,29.4,65.5,39.1,262.5,LOW,20.0
Fusarium Wilt,2,29.4,65.5,39.1,262.5,LOW,25.0
Early Blight,0,34.1,34.4,26.3,553.7,LOW,12.0
Late Blight,1,34.1,34.4,26.3,553.7,LOW,20.0
Fusarium Wilt,1,34.1,34.4,26.3,553.7,LOW,25.0
Early Blight,1,17.6,43.1,29.6,1010.0,LOW,22.0
Late Blight,1,17.6,43.1,29.6,1010.0,LOW,20.0
Fusarium Wilt,1,17.6,43.1,29.6,1010.0,LOW,25.0
Early Blight,0,18.7,39.3,30.7,983.9,LOW,12.0
Late Blight,1,18.7,39.3,30.7,983.9,LOW,10.0
Fusarium Wilt,1,18.7,39.3,30.7,983.9,LOW,25.0
Early Blight,0,15.5,88.5,16.7,761.8,LOW,25.0
Late Blight,1,15.5,88.5,16.7,761.8,MEDIUM,55.0
Fusarium Wilt,1,15.5,88.5,16.7,761.8,LOW,15.0
Early Blight,1,17.1,94.1,67.9,254.6,LOW,35.0
Late Blight,0,17.1,94.1,67.9,254.6,MEDIUM,45.0
Fusarium Wilt,0,17.1,94.1,67.9,254.6,LOW,25.0
Early Blight,1,36.8,93.3,30.1,1073.0,LOW,35.0
Late Blight,1,36.8,93.3,30.1,1073.0,LOW,10.0
Fusarium Wilt,1,36.8,93.3,30.1,1073.0,LOW,25.0
Early Blight,1,24.0,80.9,28.9,565.2,MEDIUM,52.0
Late Blight,1,24.0,80.9,28.9,565.2,MEDIUM,45.0
Fusarium Wilt,2,24.0,80.9,28.9,565.2,LOW,25.0
Early Blight,1,28.6,63.3,40.0,1143.6,LOW,35.0
Late Blight,1,28.6,63.3,40.0,1143.6,LOW,10.0
Fusarium Wilt,0,28.6,63.3,40.0,1143.6,MEDIUM,40.0
Early Blight,1,36.6,54.7,67.3,1003.5,LOW,35.0
Late Blight,0,36.6,54.7,67.3,1003.5,LOW,10.0
Fusarium Wilt,0,36.6,54.7,67.3,1003.5,MEDIUM,40.0
Early Blight,0,36.6,77.0,73.1,363.6,LOW,25.0
Late Blight,1,36.6,77.0,73.1,363.6,LOW,10.0
Fusarium Wilt,1,36.6,77.0,73.1,363.6,LOW,25.0
Early Blight,0,17.8,89.0,78.6,527.3,LOW,25.0
Late Blight,1,17.8,89.0,78.6,527.3,MEDIUM,45.0
Fusarium Wilt,2,17.8,89.0,78.6,527.3,LOW,25.0
Early Blight,0,33.9,46.0,26.8,1079.3,LOW,12.0
Late Blight,0,33.9,46.0,26.8,1079.3,LOW,10.0
Fusarium Wilt,1,33.9,46.0,26.8,1079.3,LOW,25.0
Early Blight,1,15.8,88.9,75.9,1134.5,LOW,35.0
Late Blight,1,15.8,88.9,75.9,1134.5,MEDIUM,45.0
Fusarium Wilt,0,15.8,88.9,75.9,1134.5,LOW,25.0
Early Blight,1,33.9,86.1,65.9,657.0,LOW,35.0
Late Blight,0,33.9,86.1,65.9,657.0,LOW,10.0
Fusarium Wilt,1,33.9,86.1,65.9,657.0,MEDIUM,40.0
Early Blight,0,15.6,33.5,61.3,793.2,LOW,12.0
Late Blight,2,15.6,33.5,61.3,793.2,LOW,10.0
Fusarium Wilt,1,15.6,33.5,61.3,793.2,LOW,25.0
Early Blight,0,16.9,40.7,51.3,1166.6,LOW,12.0
Late Blight,0,16.9,40.7,51.3,1166.6,LOW,10.0
Fusarium Wilt,0,16.9,40.7,51.3,1166.6,LOW,25.0
Early Blight,0,22.3,62.5,68.8,386.7,LOW,25.0
Late Blight,0,22.3,62.5,68.8,386.7,LOW,25.0
Fusarium Wilt,2,22.3,62.5,68.8,386.7,LOW,25.0
Early Blight,1,19.2,89.6,85.6,1072.8,LOW,35.0
Late Blight,0,19.2,89.6,85.6,1072.8,MEDIUM,45.0
Fusarium Wilt,0,19.2,89.6,85.6,1072.8,LOW,25.0
Early Blight,1,35.9,96.2,25.9,871.4,LOW,35.0
Late Blight,2,35.9,96.2,25.9,871.4,LOW,10.0
Fusarium Wilt,2,35.9,96.2,25.9,871.4,LOW,25.0
Early Blight,1,23.5,94.4,19.4,890.4,LOW,35.0
Late Blight,1,23.5,94.4,19.4,890.4,MEDIUM,55.0
Fusarium Wilt,1,23.5,94.4,19.4,890.4,LOW,15.0
Early Blight,1,31.4,43.0,79.0,960.3,LOW,22.0
Late Blight,2,31.4,43.0,79.0,960.3,LOW,10.0
Fusarium Wilt,0,31.4,43.0,79.0,960.3,LOW,25.0
Early Blight,1,37.9,49.2,64.2,560.2,LOW,22.0
Late Blight,2,37.9,49.2,64.2,560.2,LOW,10.0
Fusarium Wilt,1,37.9,49.2,64.2,560.2,MEDIUM,40.0
Early Blight,1,35.9,55.1,64.7,604.0,LOW,35.0
Late Blight,2,35.9,55.1,64.7,604.0,LOW,10.0
Fusarium Wilt,0,35.9,55.1,64.7,604.0,MEDIUM,40.0
Early Blight,1,31.4,78.2,68.9,381.8,MEDIUM,52.0
Late Blight,2,31.4,78.2,68.9,381.8,LOW,10.0
Fusarium Wilt,1,31.4,78.2,68.9,381.8,MEDIUM,40.0
Early Blight,0,37.9,93.9,87.4,758.1,LOW,25.0
Late Blight,2,37.9,93.9,87.4,758.1,LOW,10.0
Fusarium Wilt,1,37.9,93.9,87.4,758.1,LOW,25.0
Early Blight,0,24.1,55.2,87.4,715.5,LOW,25.0
Late Blight,1,24.1,55.2,87.4,715.5,LOW,10.0
Fusarium Wilt,0,24.1,55.2,87.4,715.5,LOW,25.0
Early Blight,1,18.0,51.6,52.4,256.0,LOW,35.0
Late Blight,2,18.0,51.6,52.4,256.0,LOW,10.0
Fusarium Wilt,0,18.0,51.6,52.4,256.0,LOW,25.0
Early Blight,0,32.2,93.0,32.6,1064.6,LOW,25.0
Late Blight,1,32.2,93.0,32.6,1064.6,LOW,20.0
Fusarium Wilt,1,32.2,93.0,32.6,1064.6,LOW,25.0
Early Blight,0,22.3,97.6,71.1,266.4,LOW,25.0
Late Blight,0,22.3,97.6,71.1,266.4,MEDIUM,45.0
Fusarium Wilt,2,22.3,97.6,71.1,266.4,LOW,25.0
Early Blight,1,20.3,32.4,30.8,876.6,LOW,22.0
Late Blight,0,20.3,32.4,30.8,876.6,LOW,10.0
Fusarium Wilt,2,20.3,32.4,30.8,876.6,LOW,25.0
Early Blight,0,31.3,63.0,49.4,1030.4,LOW,25.0
Late Blight,2,31.3,63.0,49.4,1030.4,LOW,10.0
Fusarium Wilt,1,31.3,63.0,49.4,1030.4,MEDIUM,40.0
Early Blight,0,18.9,64.6,31.8,1080.0,LOW,25.0
Late Blight,0,18.9,64.6,31.8,1080.0,LOW,25.0
Fusarium Wilt,0,18.9,64.6,31.8,1080.0,LOW,25.0
Early Blight,0,24.6,35.2,71.5,844.6,LOW,12.0
Late Blight,1,24.6,35.2,71.5,844.6,LOW,10.0
Fusarium Wilt,1,24.6,35.2,71.5,844.6,LOW,25.0
Early Blight,1,28.6,94.7,77.0,269.2,MEDIUM,52.0
Late Blight,0,28.6,94.7,77.0,269.2,LOW,10.0
Fusarium Wilt,1,28.6,94.7,77.0,269.2,LOW,25.0
Early Blight,0,28.7,30.4,87.6,821.8,LOW,12.0
Late Blight,1,28.7,30.4,87.6,821.8,LOW,10.0
Fusarium Wilt,0,28.7,30.4,87.6,821.8,LOW,25.0
Early Blight,1,28.1,44.4,13.9,808.0,LOW,22.0
Late Blight,2,28.1,44.4,13.9,808.0,LOW,10.0
Fusarium Wilt,1,28.1,44.4,13.9,808.0,LOW,15.0
Early Blight,1,24.2,42.1,87.2,1052.1,LOW,22.0
Late Blight,1,24.2,42.1,87.2,1052.1,LOW,20.0
Fusarium Wilt,1,24.2,42.1,87.2,1052.1,LOW,25.0
Early Blight,1,32.3,74.5,19.6,639.9,LOW,35.0
Late Blight,1,32.3,74.5,19.6,639.9,LOW,20.0
Fusarium Wilt,1,32.3,74.5,19.6,639.9,LOW,15.0
Early Blight,0,30.3,86.6,51.0,638.6,MEDIUM,42.0
Late Blight,1,30.3,86.6,51.0,638.6,LOW,10.0
Fusarium Wilt,1,30.3,86.6,51.0,638.6,MEDIUM,40.0
Early Blight,1,33.7,71.7,44.7,568.6,LOW,35.0
Late Blight,2,33.7,71.7,44.7,568.6,LOW,10.0
Fusarium Wilt,1,33.7,71.7,44.7,568.6,MEDIUM,40.0
Early Blight,1,18.6,63.7,60.4,677.1,LOW,35.0
Late Blight,1,18.6,63.7,60.4,677.1,LOW,25.0
Fusarium Wilt,2,18.6,63.7,60.4,677.1,LOW,25.0
Early Blight,1,17.9,91.4,77.3,675.4,LOW,35.0
Late Blight,2,17.9,91.4,77.3,675.4,MEDIUM,45.0
Fusarium Wilt,2,17.9,91.4,77.3,675.4,LOW,25.0
Early Blight,1,24.8,36.4,62.9,725.3,LOW,22.0
Late Blight,2,24.8,36.4,62.9,725.3,LOW,10.0
Fusarium Wilt,1,24.8,36.4,62.9,725.3,LOW,25.0
Early Blight,1,30.2,42.2,24.6,532.3,LOW,22.0
Late Blight,1,30.2,42.2,24.6,532.3,LOW,20.0
Fusarium Wilt,1,30.2,42.2,24.6,532.3,LOW,15.0
Early Blight,0,30.4,72.4,31.2,1163.4,MEDIUM,42.0
Late Blight,2,30.4,72.4,31.2,1163.4,LOW,10.0
Fusarium Wilt,0,30.4,72.4,31.2,1163.4,LOW,25.0
Early Blight,1,35.0,37.2,52.8,106.4,LOW,22.0
Late Blight,2,35.0,37.2,52.8,106.4,LOW,10.0
Fusarium Wilt,0,35.0,37.2,52.8,106.4,MEDIUM,40.0
Early Blight,0,37.2,70.9,48.9,780.3,LOW,25.0
Late Blight,1,37.2,70.9,48.9,780.3,LOW,10.0
Fusarium Wilt,1,37.2,70.9,48.9,780.3,MEDIUM,40.0
Early Blight,1,22.0,38.5,11.1,223.1,LOW,22.0
Late Blight,0,22.0,38.5,11.1,223.1,LOW,10.0
Fusarium Wilt,1,22.0,38.5,11.1,223.1,LOW,15.0
Early Blight,1,29.9,59.6,60.1,969.0,LOW,35.0
Late Blight,2,29.9,59.6,60.1,969.0,LOW,10.0
Fusarium Wilt,2,29.9,59.6,60.1,969.0,MEDIUM,40.0
Early Blight,1,18.8,40.4,66.2,1160.3,LOW,22.0
Late Blight,0,18.8,40.4,66.2,1160.3,LOW,10.0
Fusarium Wilt,1,18.8,40.4,66.2,1160.3,LOW,25.0
Early Blight,0,34.2,33.5,10.6,793.5,LOW,12.0
Late Blight,0,34.2,33.5,10.6,793.5,LOW,10.0
Fusarium Wilt,0,34.2,33.5,10.6,793.5,LOW,15.0
Early Blight,0,27.7,49.8,49.0,634.7,LOW,12.0
Late Blight,0,27.7,49.8,49.0,634.7,LOW,10.0
Fusarium Wilt,1,27.7,49.8,49.0,634.7,MEDIUM,40.0
Early Blight,1,31.4,65.9,43.8,447.4,LOW,35.0
Late Blight,1,31.4,65.9,43.8,447.4,LOW,20.0
Fusarium Wilt,2,31.4,65.9,43.8,447.4,MEDIUM,40.0
Early Blight,1,36.6,53.6,65.8,122.9,LOW,35.0
Late Blight,2,36.6,53.6,65.8,122.9,LOW,10.0
Fusarium Wilt,2,36.6,53.6,65.8,122.9,MEDIUM,40.0
Early Blight,0,35.9,53.1,58.2,1026.7,LOW,25.0
Late Blight,2,35.9,53.1,58.2,1026.7,LOW,10.0
Fusarium Wilt,0,35.9,53.1,58.2,1026.7,MEDIUM,40.0
Early Blight,0,34.2,75.8,68.8,975.6,LOW,25.0
Late Blight,0,34.2,75.8,68.8,975.6,LOW,10.0
Fusarium Wilt,1,34.2,75.8,68.8,975.6,MEDIUM,40.0
Early Blight,1,30.3,38.8,26.0,766.3,LOW,22.0
Late Blight,1,30.3,38.8,26.0,766.3,LOW,10.0
Fusarium Wilt,2,30.3,38.8,26.0,766.3,LOW,25.0
Early Blight,1,16.1,31.2,80.5,492.7,LOW,22.0
Late Blight,0,16.1,31.2,80.5,492.7,LOW,10.0
Fusarium Wilt,2,16.1,31.2,80.5,492.7,LOW,25.0
Early Blight,1,24.9,72.0,19.7,346.5,MEDIUM,52.0
Late Blight,2,24.9,72.0,19.7,346.5,LOW,25.0
Fusarium Wilt,1,24.9,72.0,19.7,346.5,LOW,15.0
Early Blight,0,21.2,40.3,65.2,666.9,LOW,12.0
Late Blight,0,21.2,40.3,65.2,666.9,LOW,10.0
Fusarium Wilt,2,21.2,40.3,65.2,666.9,LOW,25.0
Early Blight,0,34.4,37.5,18.5,771.6,LOW,12.0
Late Blight,0,34.4,37.5,18.5,771.6,LOW,10.0
Fusarium Wilt,2,34.4,37.5,18.5,771.6,LOW,15.0
Early Blight,1,29.5,89.2,82.9,272.7,MEDIUM,52.0
Late Blight,1,29.5,89.2,82.9,272.7,LOW,10.0
Fusarium Wilt,1,29.5,89.2,82.9,272.7,LOW,25.0
Early Blight,1,29.9,52.8,21.0,1033.5,LOW,35.0
Late Blight,1,29.9,52.8,21.0,1033.5,LOW,10.0
Fusarium Wilt,1,29.9,52.8,21.0,1033.5,LOW,15.0
Early Blight,0,22.9,64.3,16.8,509.7,LOW,25.0
Late Blight,1,22.9,64.3,16.8,509.7,LOW,25.0
Fusarium Wilt,1,22.9,64.3,16.8,509.7,LOW,15.0
Early Blight,1,24.7,45.5,74.1,554.8,LOW,22.0
Late Blight,1,24.7,45.5,74.1,554.8,LOW,10.0
Fusarium Wilt,1,24.7,45.5,74.1,554.8,LOW,25.0
Early Blight,0,15.7,39.9,10.8,986.9,LOW,12.0
Late Blight,2,15.7,39.9,10.8,986.9,LOW,10.0
Fusarium Wilt,1,15.7,39.9,10.8,986.9,LOW,15.0
Early Blight,0,16.4,81.6,62.8,805.6,LOW,25.0
Late Blight,1,16.4,81.6,62.8,805.6,MEDIUM,45.0
Fusarium Wilt,0,16.4,81.6,62.8,805.6,LOW,25.0
Early Blight,0,27.0,50.1,42.2,849.0,LOW,25.0
Late Blight,1,27.0,50.1,42.2,849.0,LOW,10.0
Fusarium Wilt,1,27.0,50.1,42.2,849.0,MEDIUM,40.0
Early Blight,1,21.4,65.9,83.6,870.3,LOW,35.0
Late Blight,1,21.4,65.9,83.6,870.3,LOW,25.0
Fusarium Wilt,0,21.4,65.9,83.6,870.3,LOW,25.0
Early Blight,1,31.0,90.4,72.5,545.0,MEDIUM,52.0
Late Blight,2,31.0,90.4,72.5,545.0,LOW,10.0
Fusarium Wilt,1,31.0,90.4,72.5,545.0,LOW,25.0
Early Blight,1,32.0,38.6,89.4,412.3,LOW,22.0
Late Blight,0,32.0,38.6,89.4,412.3,LOW,10.0
Fusarium Wilt,1,32.0,38.6,89.4,412.3,LOW,25.0
Early Blight,0,15.6,84.2,57.4,365.5,LOW,25.0
Late Blight,0,15.6,84.2,57.4,365.5,MEDIUM,45.0
Fusarium Wilt,2,15.6,84.2,57.4,365.5,LOW,25.0
Early Blight,0,23.6,72.6,38.4,152.5,LOW,25.0
Late Blight,2,23.6,72.6,38.4,152.5,LOW,25.0
Fusarium Wilt,1,23.6,72.6,38.4,152.5,LOW,25.0
Early Blight,0,37.6,84.8,89.1,722.2,LOW,25.0
Late Blight,0,37.6,84.8,89.1,722.2,LOW,10.0
Fusarium Wilt,1,37.6,84.8,89.1,722.2,LOW,25.0
Early Blight,0,21.5,83.4,67.2,839.7,LOW,25.0
Late Blight,1,21.5,83.4,67.2,839.7,MEDIUM,55.0
Fusarium Wilt,1,21.5,83.4,67.2,839.7,LOW,25.0
Early Blight,0,33.9,54.6,17.8,882.8,LOW,25.0
Late Blight,2,33.9,54.6,17.8,882.8,LOW,10.0
Fusarium Wilt,1,33.9,54.6,17.8,882.8,LOW,15.0
Early Blight,0,25.3,55.1,52.1,747.1,LOW,25.0
Late Blight,2,25.3,55.1,52.1,747.1,LOW,10.0
Fusarium Wilt,2,25.3,55.1,52.1,747.1,MEDIUM,40.0
Early Blight,0,25.1,93.3,49.2,1170.6,MEDIUM,42.0
Late Blight,2,25.1,93.3,49.2,1170.6,LOW,25.0
Fusarium Wilt,1,25.1,93.3,49.2,1170.6,MEDIUM,40.0
Early Blight,1,31.2,88.7,19.4,333.9,MEDIUM,52.0
Late Blight,0,31.2,88.7,19.4,333.9,LOW,10.0
Fusarium Wilt,1,31.2,88.7,19.4,333.9,LOW,15.0
Early Blight,1,28.8,57.8,19.7,728.9,LOW,35.0
Late Blight,2,28.8,57.8,19.7,728.9,LOW,10.0
Fusarium Wilt,1,28.8,57.8,19.7,728.9,LOW,15.0
Early Blight,1,26.2,83.8,21.4,748.6,MEDIUM,52.0
Late Blight,0,26.2,83.8,21.4,748.6,LOW,25.0
Fusarium Wilt,1,26.2,83.8,21.4,748.6,LOW,15.0
Early Blight,1,26.2,38.3,37.9,1057.5,LOW,22.0
Late Blight,0,26.2,38.3,37.9,1057.5,LOW,10.0
Fusarium Wilt,0,26.2,38.3,37.9,1057.5,LOW,25.0
Early Blight,0,25.9,79.0,58.5,938.1,MEDIUM,42.0
Late Blight,2,25.9,79.0,58.5,938.1,LOW,25.0
Fusarium Wilt,1,25.9,79.0,58.5,938.1,MEDIUM,40.0
Early Blight,1,22.5,84.4,63.2,550.6,LOW,35.0
Late Blight,1,22.5,84.4,63.2,550.6,MEDIUM,45.0
Fusarium Wilt,0,22.5,84.4,63.2,550.6,LOW,25.0
Early Blight,0,31.9,73.9,79.3,877.9,MEDIUM,42.0
Late Blight,0,31.9,73.9,79.3,877.9,LOW,10.0
Fusarium Wilt,1,31.9,73.9,79.3,877.9,LOW,25.0
Early Blight,1,27.9,43.1,59.5,734.5,LOW,22.0
Late Blight,1,27.9,43.1,59.5,734.5,LOW,20.0
Fusarium Wilt,1,27.9,43.1,59.5,734.5,MEDIUM,40.0
Early Blight,0,17.8,93.7,24.4,120.9,LOW,25.0
Late Blight,1,17.8,93.7,24.4,120.9,MEDIUM,45.0
Fusarium Wilt,1,17.8,93.7,24.4,120.9,LOW,15.0
Early Blight,0,33.6,71.3,42.1,149.5,LOW,25.0
Late Blight,2,33.6,71.3,42.1,149.5,LOW,10.0
Fusarium Wilt,1,33.6,71.3,42.1,149.5,MEDIUM,40.0
Early Blight,1,22.3,47.5,19.2,209.3,LOW,22.0
Late Blight,2,22.3,47.5,19.2,209.3,LOW,10.0
Fusarium Wilt,2,22.3,47.5,19.2,209.3,LOW,15.0
Early Blight,1,24.4,41.5,59.2,457.8,LOW,22.0
Late Blight,2,24.4,41.5,59.2,457.8,LOW,10.0
Fusarium Wilt,2,24.4,41.5,59.2,457.8,LOW,25.0
Early Blight,1,22.5,55.5,76.2,233.1,LOW,35.0
Late Blight,0,22.5,55.5,76.2,233.1,LOW,10.0
Fusarium Wilt,1,22.5,55.5,76.2,233.1,LOW,25.0
Early Blight,1,23.9,37.8,14.9,611.3,LOW,22.0
Late Blight,2,23.9,37.8,14.9,611.3,LOW,10.0
Fusarium Wilt,1,23.9,37.8,14.9,611.3,LOW,15.0
Early Blight,0,21.2,95.5,64.0,370.9,LOW,25.0
Late Blight,1,21.2,95.5,64.0,370.9,MEDIUM,55.0
Fusarium Wilt,2,21.2,95.5,64.0,370.9,LOW,25.0
Early Blight,0,29.6,43.8,87.4,510.6,LOW,12.0
Late Blight,0,29.6,43.8,87.4,510.6,LOW,10.0
Fusarium Wilt,1,29.6,43.8,87.4,510.6,LOW,25.0
Early Blight,1,25.4,30.1,47.2,1012.3,LOW,22.0
Late Blight,1,25.4,30.1,47.2,1012.3,LOW,20.0
Fusarium Wilt,1,25.4,30.1,47.2,1012.3,MEDIUM,40.0
Early Blight,0,28.8,87.1,40.4,486.6,MEDIUM,42.0
Late Blight,0,28.8,87.1,40.4,486.6,LOW,10.0
Fusarium Wilt,1,28.8,87.1,40.4,486.6,MEDIUM,40.0
Early Blight,1,28.0,50.4,41.6,235.3,LOW,35.0
Late Blight,1,28.0,50.4,41.6,235.3,LOW,20.0
Fusarium Wilt,1,28.0,50.4,41.6,235.3,MEDIUM,40.0
Early Blight,1,37.0,51.6,64.6,476.9,LOW,35.0
Late Blight,1,37.0,51.6,64.6,476.9,LOW,20.0
Fusarium Wilt,1,37.0,51.6,64.6,476.9,MEDIUM,40.0
Early Blight,0,22.9,61.3,58.0,117.5,LOW,25.0
Late Blight,1,22.9,61.3,58.0,117.5,LOW,35.0
Fusarium Wilt,1,22.9,61.3,58.0,117.5,LOW,25.0
Early Blight,0,30.5,58.1,81.6,873.6,LOW,25.0
Late Blight,0,30.5,58.1,81.6,873.6,LOW,10.0
Fusarium Wilt,1,30.5,58.1,81.6,873.6,LOW,25.0
Early Blight,1,15.7,86.6,63.7,839.5,LOW,35.0
Late Blight,0,15.7,86.6,63.7,839.5,MEDIUM,45.0
Fusarium Wilt,2,15.7,86.6,63.7,839.5,LOW,25.0
Early Blight,0,32.7,77.4,10.7,609.0,LOW,25.0
Late Blight,2,32.7,77.4,10.7,609.0,LOW,10.0
Fusarium Wilt,2,32.7,77.4,10.7,609.0,LOW,15.0
Early Blight,1,36.2,54.3,17.2,774.8,LOW,35.0
Late Blight,1,36.2,54.3,17.2,774.8,LOW,20.0
Fusarium Wilt,2,36.2,54.3,17.2,774.8,LOW,15.0
Early Blight,1,21.5,91.5,66.6,330.0,LOW,35.0
Late Blight,1,21.5,91.5,66.6,330.0,MEDIUM,55.0
Fusarium Wilt,0,21.5,91.5,66.6,330.0,LOW,25.0
Early Blight,0,26.4,67.5,62.8,722.3,LOW,25.0
Late Blight,1,26.4,67.5,62.8,722.3,LOW,35.0
Fusarium Wilt,2,26.4,67.5,62.8,722.3,MEDIUM,40.0
Early Blight,0,21.0,68.8,28.2,675.4,LOW,25.0
Late Blight,1,21.0,68.8,28.2,675.4,LOW,25.0
Fusarium Wilt,0,21.0,68.8,28.2,675.4,LOW,25.0
Early Blight,0,27.3,47.2,54.8,599.3,LOW,12.0
Late Blight,0,27.3,47.2,54.8,599.3,LOW,10.0
Fusarium Wilt,1,27.3,47.2,54.8,599.3,MEDIUM,40.0
Early Blight,1,24.9,97.7,31.9,848.2,MEDIUM,52.0
Late Blight,1,24.9,97.7,31.9,848.2,LOW,25.0
Fusarium Wilt,1,24.9,97.7,31.9,848.2,LOW,25.0
Early Blight,1,21.4,58.6,45.9,105.7,LOW,35.0
Late Blight,1,21.4,58.6,45.9,105.7,LOW,10.0
Fusarium Wilt,1,21.4,58.6,45.9,105.7,LOW,25.0
Early Blight,1,37.5,58.8,16.0,375.0,LOW,35.0
Late Blight,1,37.5,58.8,16.0,375.0,LOW,10.0
Fusarium Wilt,2,37.5,58.8,16.0,375.0,LOW,15.0
Early Blight,1,33.6,70.3,60.1,467.7,LOW,35.0
Late Blight,2,33.6,70.3,60.1,467.7,LOW,10.0
Fusarium Wilt,2,33.6,70.3,60.1,467.7,MEDIUM,40.0
Early Blight,0,22.7,84.0,85.5,953.3,LOW,25.0
Late Blight,0,22.7,84.0,85.5,953.3,MEDIUM,45.0
Fusarium Wilt,1,22.7,84.0,85.5,953.3,LOW,25.0
Early Blight,1,16.4,32.3,35.1,1032.5,LOW,22.0
Late Blight,1,16.4,32.3,35.1,1032.5,LOW,10.0
Fusarium Wilt,2,16.4,32.3,35.1,1032.5,LOW,25.0
Early Blight,1,29.4,34.5,64.2,715.2,LOW,22.0
Late Blight,2,29.4,34.5,64.2,715.2,LOW,10.0
Fusarium Wilt,1,29.4,34.5,64.2,715.2,MEDIUM,40.0
Early Blight,0,28.8,74.9,10.8,522.3,MEDIUM,42.0
Late Blight,0,28.8,74.9,10.8,522.3,LOW,10.0
Fusarium Wilt,1,28.8,74.9,10.8,522.3,LOW,15.0
Early Blight,1,33.0,60.9,36.3,311.7,LOW,35.0
Late Blight,1,33.0,60.9,36.3,311.7,LOW,20.0
Fusarium Wilt,1,33.0,60.9,36.3,311.7,LOW,25.0
Early Blight,0,28.2,73.3,30.5,563.1,MEDIUM,42.0
Late Blight,2,28.2,73.3,30.5,563.1,LOW,10.0
Fusarium Wilt,1,28.2,73.3,30.5,563.1,LOW,25.0
Early Blight,1,22.2,59.6,86.8,929.8,LOW,35.0
Late Blight,0,22.2,59.6,86.8,929.8,LOW,10.0
Fusarium Wilt,2,22.2,59.6,86.8,929.8,LOW,25.0
Early Blight,0,22.9,55.1,10.6,745.1,LOW,25.0
Late Blight,1,22.9,55.1,10.6,745.1,LOW,10.0
Fusarium Wilt,0,22.9,55.1,10.6,745.1,LOW,15.0
Early Blight,0,24.7,43.3,26.0,1099.4,LOW,12.0
Late Blight,1,24.7,43.3,26.0,1099.4,LOW,10.0
Fusarium Wilt,0,24.7,43.3,26.0,1099.4,LOW,25.0
Early Blight,0,28.8,52.5,56.3,1159.4,LOW,25.0
Late Blight,2,28.8,52.5,56.3,1159.4,LOW,10.0
Fusarium Wilt,1,28.8,52.5,56.3,1159.4,MEDIUM,40.0
Early Blight,1,16.0,44.9,10.3,345.3,LOW,22.0
Late Blight,1,16.0,44.9,10.3,345.3,LOW,20.0
Fusarium Wilt,0,16.0,44.9,10.3,345.3,LOW,15.0
Early Blight,0,22.6,80.3,26.4,302.7,LOW,25.0
Late Blight,2,22.6,80.3,26.4,302.7,MEDIUM,45.0
Fusarium Wilt,2,22.6,80.3,26.4,302.7,LOW,25.0
Early Blight,1,21.7,43.2,56.9,942.1,LOW,22.0
Late Blight,2,21.7,43.2,56.9,942.1,LOW,10.0
Fusarium Wilt,1,21.7,43.2,56.9,942.1,LOW,25.0
Early Blight,1,31.5,53.1,54.4,296.4,LOW,35.0
Late Blight,0,31.5,53.1,54.4,296.4,LOW,10.0
Fusarium Wilt,1,31.5,53.1,54.4,296.4,MEDIUM,40.0
Early Blight,1,23.7,83.5,18.9,1129.7,LOW,35.0
Late Blight,1,23.7,83.5,18.9,1129.7,MEDIUM,45.0
Fusarium Wilt,0,23.7,83.5,18.9,1129.7,LOW,15.0
Early Blight,1,37.5,97.8,80.5,1066.2,LOW,35.0
Late Blight,1,37.5,97.8,80.5,1066.2,LOW,10.0
Fusarium Wilt,1,37.5,97.8,80.5,1066.2,LOW,25.0
Early Blight,1,23.7,55.4,58.0,1174.7,LOW,35.0
Late Blight,1,23.7,55.4,58.0,1174.7,LOW,10.0
Fusarium Wilt,1,23.7,55.4,58.0,1174.7,LOW,25.0
Early Blight,0,33.2,52.3,14.3,975.2,LOW,25.0
Late Blight,0,33.2,52.3,14.3,975.2,LOW,10.0
Fusarium Wilt,1,33.2,52.3,14.3,975.2,LOW,15.0
Early Blight,0,16.9,62.0,63.1,171.4,LOW,25.0
Late Blight,0,16.9,62.0,63.1,171.4,LOW,25.0
Fusarium Wilt,1,16.9,62.0,63.1,171.4,LOW,25.0
Early Blight,0,25.7,51.9,39.9,864.0,LOW,25.0
Late Blight,2,25.7,51.9,39.9,864.0,LOW,10.0
Fusarium Wilt,1,25.7,51.9,39.9,864.0,LOW,25.0
Early Blight,0,28.4,32.5,27.6,323.3,LOW,12.0
Late Blight,2,28.4,32.5,27.6,323.3,LOW,10.0
Fusarium Wilt,0,28.4,32.5,27.6,323.3,LOW,25.0
Early Blight,1,36.5,55.4,54.0,247.8,LOW,35.0
Late Blight,2,36.5,55.4,54.0,247.8,LOW,10.0
Fusarium Wilt,1,36.5,55.4,54.0,247.8,MEDIUM,40.0
Early Blight,0,29.3,59.0,47.4,549.8,LOW,25.0
Late Blight,2,29.3,59.0,47.4,549.8,LOW,10.0
Fusarium Wilt,2,29.3,59.0,47.4,549.8,MEDIUM,40.0
Early Blight,0,29.8,54.4,16.6,1026.9,LOW,25.0
Late Blight,0,29.8,54.4,16.6,1026.9,LOW,10.0
Fusarium Wilt,1,29.8,54.4,16.6,1026.9,LOW,15.0
